Номер Животного,Пол,Номер лактации,Результат отела,Легкость отела,Дата рождения,Дней в сухостое предыдущей лактации,Дней стельности при событии,Номер группы животного,Предыдущий номер группы животного,Событие,Дни доения при событии,Дата события,Примечание события
612115,1,1,FA,1,2016-12-21,0,272,18,17,ПЕРЕВОД,411,2020-01-20,F017T018
612115,1,2,FA,1,2016-12-21,56,0,21,44,ПЕРЕВОД,1,2020-02-14,F044T021
612123,1,1,FA,3,2016-12-22,0,278,18,17,ПЕРЕВОД,443,2020-01-20,F017T018
612123,1,2,FA,3,2016-12-22,62,0,21,44,ПЕРЕВОД,2,2020-02-14,F044T021
612144,1,1,MA,3,2016-12-24,0,258,7,6,ПЕРЕВОД,413,2020-01-10,F006T007
612144,1,1,MA,3,2016-12-24,0,258,5,7,ПЕРЕВОД,435,2020-02-01,F007T005
612144,1,1,MA,3,2016-12-24,0,258,7,5,ПЕРЕВОД,437,2020-02-03,F005T007
612148,1,1,FA,1,2016-12-25,0,278,18,17,ПЕРЕВОД,418,2019-12-30,F017T018
612148,1,2,FA,1,2016-12-25,55,0,21,44,ПЕРЕВОД,1,2020-01-30,F044T021
612148,1,2,FA,1,2016-12-25,55,0,2,21,ПЕРЕВОД,6,2020-02-04,F021T002
612155,1,1,MA,1,2016-12-26,0,282,6,7,ПЕРЕВОД,263,2020-01-26,F007T006
612176,1,1,FA,1,2016-12-30,0,278,6,7,ПЕРЕВОД,278,2020-01-09,F007T006
612176,1,1,FA,1,2016-12-30,0,278,18,17,ПЕРЕВОД,317,2020-02-17,F017T018
612182,1,2,FA,1,2016-12-31,66,83,3,4,ПЕРЕВОД,71,2020-01-27,F004T003
612182,1,2,FA,1,2016-12-31,66,83,43,3,ПЕРЕВОД,78,2020-02-03,F003T043
612182,1,2,FA,1,2016-12-31,66,83,5,10,ПЕРЕВОД,89,2020-02-14,F010T005
612184,1,1,FA,3,2016-12-31,0,0,3,6,ПЕРЕВОД,336,2020-01-29,F006T003
612184,1,1,FA,3,2016-12-31,0,0,43,3,ПЕРЕВОД,341,2020-02-03,F003T043
612184,1,1,FA,3,2016-12-31,0,0,3,43,ПЕРЕВОД,345,2020-02-07,F043T003
612184,1,1,FA,3,2016-12-31,0,0,43,3,ПЕРЕВОД,355,2020-02-17,F003T043
701002,1,1,FA,1,2017-01-01,0,272,12,7,ПЕРЕВОД,443,2020-02-04,F007T012
701006,1,1,FA,1,2017-01-02,0,276,18,17,ПЕРЕВОД,343,2020-01-28,F017T018
701010,1,2,FA,1,2017-01-02,64,0,3,10,ПЕРЕВОД,74,2020-01-14,F010T003
701010,1,2,FA,1,2017-01-02,64,0,43,3,ПЕРЕВОД,75,2020-01-15,F003T043
701010,1,2,FA,1,2017-01-02,64,0,3,43,ПЕРЕВОД,83,2020-01-23,F043T003
701010,1,2,FA,1,2017-01-02,64,0,43,3,ПЕРЕВОД,94,2020-02-03,F003T043
701013,1,1,FA,1,2017-01-03,0,217,10,9,ПЕРЕВОД,422,2020-01-11,F009T010
701013,1,1,FA,1,2017-01-03,0,217,7,10,ПЕРЕВОД,438,2020-01-27,F010T007
701023,1,1,FA,1,2017-01-05,0,284,18,17,ПЕРЕВОД,449,2020-01-28,F017T018
701053,1,2,FA,1,2017-01-07,62,76,10,4,ПЕРЕВОД,82,2020-02-10,F004T010
701053,1,2,FA,1,2017-01-07,62,76,5,10,ПЕРЕВОД,86,2020-02-14,F010T005
701068,1,2,FA,1,2017-01-10,60,0,3,10,ПЕРЕВОД,65,2020-01-29,F010T003
701068,1,2,FA,1,2017-01-10,60,0,43,3,ПЕРЕВОД,70,2020-02-03,F003T043
701078,1,2,MA,1,2017-01-12,59,0,2,21,ПЕРЕВОД,9,2019-12-31,F021T002
701078,1,2,MA,1,2017-01-12,59,0,44,2,ПЕРЕВОД,25,2020-01-16,F002T044
701078,1,2,MA,1,2017-01-12,59,0,2,21,ПЕРЕВОД,31,2020-01-22,F021T002
701078,1,2,MA,1,2017-01-12,59,0,1,2,ПЕРЕВОД,32,2020-01-23,F002T001
701086,1,2,FA,1,2017-01-13,72,0,10,4,ПЕРЕВОД,79,2020-02-10,F004T010
701094,1,2,FA,1,2017-01-15,60,108,6,4,ПЕРЕВОД,113,2020-01-14,F004T006
701094,1,2,FA,1,2017-01-15,60,108,7,6,ПЕРЕВОД,127,2020-01-28,F006T007
701098,1,2,FA,1,2017-01-15,63,132,6,4,ПЕРЕВОД,110,2020-01-14,F004T006
701098,1,2,FA,1,2017-01-15,63,132,4,6,ПЕРЕВОД,111,2020-01-15,F006T004
701118,1,2,MA,1,2017-01-18,63,0,21,44,ПЕРЕВОД,1,2020-01-10,F044T021
701118,1,2,MA,1,2017-01-18,63,0,2,21,ПЕРЕВОД,7,2020-01-16,F021T002
701119,1,2,MD,1,2017-01-19,64,0,21,44,ПЕРЕВОД,1,2020-01-25,F044T021
701119,1,2,MD,1,2017-01-19,64,0,2,21,ПЕРЕВОД,5,2020-01-29,F021T002
701131,1,2,MA,1,2017-01-20,70,0,2,21,ПЕРЕВОД,7,2020-01-02,F021T002
701141,1,1,FA,1,2017-01-22,0,278,18,17,ПЕРЕВОД,378,2019-12-30,F017T018
701141,1,2,MA,1,2017-01-22,55,0,21,44,ПЕРЕВОД,1,2020-01-30,F044T021
701141,1,2,MA,1,2017-01-22,55,0,2,21,ПЕРЕВОД,6,2020-02-04,F021T002
701143,1,1,MA,1,2017-01-23,0,282,18,17,ПЕРЕВОД,346,2020-01-20,F017T018
701147,1,2,FA,1,2017-01-24,57,34,21,44,ПЕРЕВОД,1,2020-01-04,F044T021
701147,1,2,FA,1,2017-01-24,57,34,2,21,ПЕРЕВОД,6,2020-01-09,F021T002
701160,1,1,FA,1,2017-01-26,0,274,18,17,ПЕРЕВОД,380,2020-01-20,F017T018
701160,1,2,MA,1,2017-01-26,58,0,21,44,ПЕРЕВОД,2,2020-02-17,F044T021
701162,1,2,FA,1,2017-01-26,63,0,21,44,ПЕРЕВОД,1,2020-01-10,F044T021
701162,1,2,FA,1,2017-01-26,63,0,2,21,ПЕРЕВОД,10,2020-01-19,F021T002
701173,1,2,FA,1,2017-01-28,69,90,4,10,ПЕРЕВОД,81,2020-01-26,F010T004
701192,1,2,FA,1,2017-01-31,60,0,21,44,ПЕРЕВОД,1,2020-01-07,F044T021
701192,1,2,FA,1,2017-01-31,60,0,2,21,ПЕРЕВОД,7,2020-01-13,F021T002
701192,1,2,FA,1,2017-01-31,60,0,44,2,ПЕРЕВОД,17,2020-01-23,F002T044
701192,1,2,FA,1,2017-01-31,60,0,21,44,ПЕРЕВОД,22,2020-01-28,F044T021
701192,1,2,FA,1,2017-01-31,60,0,2,21,ПЕРЕВОД,23,2020-01-29,F021T002
701199,1,2,FA,1,2017-01-31,69,55,9,10,ПЕРЕВОД,45,2020-01-25,F010T009
701199,1,2,FA,1,2017-01-31,69,55,10,9,ПЕРЕВОД,61,2020-02-10,F009T010
701199,1,2,FA,1,2017-01-31,69,55,12,10,ПЕРЕВОД,65,2020-02-14,F010T012
702015,1,2,MA,1,2017-02-03,63,42,2,21,ПЕРЕВОД,7,2020-01-02,F021T002
702015,1,2,MA,1,2017-02-03,63,42,44,2,ПЕРЕВОД,16,2020-01-11,F002T044
702015,1,2,MA,1,2017-02-03,63,42,21,44,ПЕРЕВОД,22,2020-01-17,F044T021
702015,1,2,MA,1,2017-02-03,63,42,2,21,ПЕРЕВОД,26,2020-01-21,F021T002
702039,1,1,FA,1,2017-02-05,0,281,6,7,ПЕРЕВОД,308,2020-01-12,F007T006
702041,1,1,MA,1,2017-02-06,0,276,18,17,ПЕРЕВОД,389,2020-01-28,F017T018
702043,1,2,FA,1,2017-02-07,60,0,2,21,ПЕРЕВОД,7,2019-12-30,F021T002
702044,1,2,MA,1,2017-02-07,67,0,21,44,ПЕРЕВОД,1,2019-12-31,F044T021
702044,1,2,MA,1,2017-02-07,67,0,2,21,ПЕРЕВОД,8,2020-01-07,F021T002
702045,1,2,MA,1,2017-02-07,63,0,21,44,ПЕРЕВОД,1,2020-01-10,F044T021
702045,1,2,MA,1,2017-02-07,63,0,2,21,ПЕРЕВОД,7,2020-01-16,F021T002
702056,1,2,FA,1,2017-02-08,45,48,2,21,ПЕРЕВОД,8,2019-12-30,F021T002
702089,1,2,MA,1,2017-02-13,63,55,4,10,ПЕРЕВОД,23,2020-01-04,F010T004
702089,1,2,MA,1,2017-02-13,63,55,3,4,ПЕРЕВОД,27,2020-01-08,F004T003
702089,1,2,MA,1,2017-02-13,63,55,43,3,ПЕРЕВОД,33,2020-01-14,F003T043
702089,1,2,MA,1,2017-02-13,63,55,3,43,ПЕРЕВОД,34,2020-01-15,F043T003
702093,1,1,FA,1,2017-02-14,0,278,18,17,ПЕРЕВОД,346,2020-01-28,F017T018
702095,1,2,FA,1,2017-02-14,59,41,21,44,ПЕРЕВОД,1,2019-12-30,F044T021
702095,1,2,FA,1,2017-02-14,59,41,2,21,ПЕРЕВОД,10,2020-01-08,F021T002
702099,1,2,MA,1,2017-02-15,61,0,21,44,ПЕРЕВОД,1,2020-01-22,F044T021
702099,1,2,MA,1,2017-02-15,61,0,2,21,ПЕРЕВОД,8,2020-01-29,F021T002
702104,1,2,FA,1,2017-02-15,56,0,43,3,ПЕРЕВОД,83,2020-02-05,F003T043
702104,1,2,FA,1,2017-02-15,56,0,5,10,ПЕРЕВОД,92,2020-02-14,F010T005
702109,1,1,FA,1,2017-02-16,0,272,18,17,ПЕРЕВОД,355,2019-12-30,F017T018
702109,1,2,FA,1,2017-02-16,49,0,21,44,ПЕРЕВОД,1,2020-01-24,F044T021
702109,1,2,FA,1,2017-02-16,49,0,2,21,ПЕРЕВОД,6,2020-01-29,F021T002
702112,1,2,FA,1,2017-02-17,66,0,21,44,ПЕРЕВОД,1,2020-01-06,F044T021
702112,1,2,FA,1,2017-02-17,66,0,2,21,ПЕРЕВОД,8,2020-01-13,F021T002
702120,1,1,FA,1,2017-02-18,0,281,18,17,ПЕРЕВОД,394,2020-01-20,F017T018
702121,1,2,FA,1,2017-02-18,53,35,21,44,ПЕРЕВОД,1,2020-01-07,F044T021
702121,1,2,FA,1,2017-02-18,53,35,2,21,ПЕРЕВОД,7,2020-01-13,F021T002
702129,1,1,FA,2,2017-02-19,0,196,7,5,ПЕРЕВОД,428,2020-02-03,F005T007
702132,1,1,FA,1,2017-02-20,0,284,18,17,ПЕРЕВОД,313,2019-12-30,F017T018
702132,1,2,FA,1,2017-02-20,61,0,21,44,ПЕРЕВОД,0,2020-02-04,F044T021
702132,1,2,FA,1,2017-02-20,61,0,2,21,ПЕРЕВОД,7,2020-02-11,F021T002
702138,1,1,MA,1,2017-02-20,0,251,7,9,ПЕРЕВОД,360,2020-01-09,F009T007
702152,1,2,FA,1,2017-02-22,89,0,21,44,ПЕРЕВОД,2,2020-01-06,F044T021
702152,1,2,FA,1,2017-02-22,89,0,2,21,ПЕРЕВОД,9,2020-01-13,F021T002
702158,1,1,MD,1,2017-02-23,0,280,7,6,ПЕРЕВОД,336,2020-01-10,F006T007
702158,1,1,MD,1,2017-02-23,0,280,6,7,ПЕРЕВОД,358,2020-02-01,F007T006
702173,1,1,FA,1,2017-02-25,0,283,18,17,ПЕРЕВОД,343,2020-02-03,F017T018
702184,1,1,FA,1,2017-02-27,0,268,18,17,ПЕРЕВОД,356,2020-01-28,F017T018
702184,1,2,FA,1,2017-02-27,52,0,21,44,ПЕРЕВОД,1,2020-02-17,F044T021
703003,1,1,MA,1,2017-03-01,0,278,7,9,ПЕРЕВОД,308,2020-01-09,F009T007
703003,1,1,MA,1,2017-03-01,0,278,45,17,ПЕРЕВОД,322,2020-01-23,F017T045
703021,1,2,FA,1,2017-03-05,65,0,3,10,ПЕРЕВОД,40,2020-01-30,F010T003
703021,1,2,FA,1,2017-03-05,65,0,43,3,ПЕРЕВОД,46,2020-02-05,F003T043
703026,1,1,FA,1,2017-03-05,0,282,18,17,ПЕРЕВОД,361,2020-01-28,F017T018
703047,1,1,FA,1,2017-03-09,0,176,45,17,ПЕРЕВОД,351,2019-12-30,F017T045
703059,1,2,FA,1,2017-03-12,62,41,2,21,ПЕРЕВОД,6,2019-12-31,F021T002
703082,1,1,MD,1,2017-03-17,0,276,18,17,ПЕРЕВОД,314,2020-01-10,F017T018
703082,1,2,FA,1,2017-03-17,60,0,21,44,ПЕРЕВОД,1,2020-02-04,F044T021
703082,1,2,FA,1,2017-03-17,60,0,2,21,ПЕРЕВОД,11,2020-02-14,F021T002
703099,1,1,MA,1,2017-03-20,0,279,18,17,ПЕРЕВОД,353,2020-02-17,F017T018
703104,1,2,FA,1,2017-03-21,63,0,21,44,ПЕРЕВОД,2,2020-01-04,F044T021
703104,1,2,FA,1,2017-03-21,63,0,2,21,ПЕРЕВОД,6,2020-01-08,F021T002
703106,1,1,MA,1,2017-03-21,0,275,18,17,ПЕРЕВОД,379,2020-01-20,F017T018
703106,1,2,FA,1,2017-03-21,58,0,21,44,ПЕРЕВОД,2,2020-02-10,F044T021
703106,1,2,FA,1,2017-03-21,58,0,2,21,ПЕРЕВОД,6,2020-02-14,F021T002
703109,1,1,FA,1,2017-03-22,0,272,7,9,ПЕРЕВОД,322,2020-01-15,F009T007
703114,1,1,FA,1,2017-03-23,0,267,6,7,ПЕРЕВОД,373,2020-01-12,F007T006
703123,1,2,FA,1,2017-03-25,61,0,21,44,ПЕРЕВОД,1,2020-01-15,F044T021
703123,1,2,FA,1,2017-03-25,61,0,2,21,ПЕРЕВОД,7,2020-01-21,F021T002
703125,1,2,FA,1,2017-03-25,55,0,21,44,ПЕРЕВОД,1,2020-01-09,F044T021
703125,1,2,FA,1,2017-03-25,55,0,2,21,ПЕРЕВОД,6,2020-01-14,F021T002
703125,1,2,FA,1,2017-03-25,55,0,2,3,ПЕРЕВОД,20,2020-01-28,F003T002
703126,1,1,FA,1,2017-03-25,0,284,7,9,ПЕРЕВОД,346,2020-01-15,F009T007
703129,1,1,FA,1,2017-03-26,0,278,18,17,ПЕРЕВОД,309,2020-01-20,F017T018
703141,1,2,FA,1,2017-03-28,47,0,2,21,ПЕРЕВОД,7,2019-12-31,F021T002
703143,1,2,FA,1,2017-03-28,65,0,42,10,ПЕРЕВОД,41,2020-01-31,F010T042
703145,1,1,MA,1,2017-03-28,0,97,3,8,ПЕРЕВОД,249,2020-01-06,F008T003
703145,1,1,MA,1,2017-03-28,0,97,43,3,ПЕРЕВОД,251,2020-01-08,F003T043
703147,1,1,FA,2,2017-03-29,0,268,6,7,ПЕРЕВОД,379,2020-01-18,F007T006
704005,1,1,FA,1,2017-04-02,0,281,18,17,ПЕРЕВОД,377,2020-02-03,F017T018
704007,1,2,FA,1,2017-04-02,61,34,21,44,ПЕРЕВОД,1,2020-01-08,F044T021
704007,1,2,FA,1,2017-04-02,61,34,2,21,ПЕРЕВОД,6,2020-01-13,F021T002
704008,1,2,FA,1,2017-04-02,53,34,21,44,ПЕРЕВОД,1,2020-01-07,F044T021
704008,1,2,FA,1,2017-04-02,53,34,2,21,ПЕРЕВОД,7,2020-01-13,F021T002
704012,1,2,FA,1,2017-04-03,57,0,21,44,ПЕРЕВОД,0,2020-01-10,F044T021
704012,1,2,FA,1,2017-04-03,57,0,2,21,ПЕРЕВОД,6,2020-01-16,F021T002
704016,1,1,FA,3,2017-04-03,0,279,18,17,ПЕРЕВОД,337,2020-01-28,F017T018
704025,1,1,FA,1,2017-04-05,0,277,18,17,ПЕРЕВОД,337,2019-12-30,F017T018
704025,1,2,FA,1,2017-04-05,61,0,21,44,ПЕРЕВОД,1,2020-01-22,F044T021
704025,1,2,FA,1,2017-04-05,61,0,2,21,ПЕРЕВОД,8,2020-01-29,F021T002
704028,1,1,MA,1,2017-04-05,0,281,18,17,ПЕРЕВОД,343,2020-01-10,F017T018
704028,1,2,MA,1,2017-04-05,65,0,21,44,ПЕРЕВОД,2,2020-02-10,F044T021
704030,1,1,FA,1,2017-04-06,0,279,18,17,ПЕРЕВОД,316,2020-01-20,F017T018
704030,1,2,FA,1,2017-04-06,63,0,21,44,ПЕРЕВОД,1,2020-02-14,F044T021
704032,1,1,MA,1,2017-04-06,0,273,18,17,ПЕРЕВОД,353,2020-01-20,F017T018
704032,1,2,FA,1,2017-04-06,57,0,21,44,ПЕРЕВОД,3,2020-02-10,F044T021
704032,1,2,FA,1,2017-04-06,57,0,2,21,ПЕРЕВОД,7,2020-02-14,F021T002
704041,1,1,FA,1,2017-04-08,0,272,6,8,ПЕРЕВОД,314,2020-02-10,F008T006
704042,1,1,FA,1,2017-04-08,0,269,7,6,ПЕРЕВОД,298,2020-01-10,F006T007
704042,1,1,FA,1,2017-04-08,0,269,6,7,ПЕРЕВОД,306,2020-01-18,F007T006
704046,1,1,MA,1,2017-04-09,0,283,7,9,ПЕРЕВОД,281,2020-01-03,F009T007
704046,1,1,MA,1,2017-04-09,0,283,18,17,ПЕРЕВОД,312,2020-02-03,F017T018
704050,1,1,MA,1,2017-04-09,0,271,18,17,ПЕРЕВОД,310,2019-12-30,F017T018
704050,1,2,MA,1,2017-04-09,48,0,21,44,ПЕРЕВОД,1,2020-01-23,F044T021
704050,1,2,MA,1,2017-04-09,48,0,2,21,ПЕРЕВОД,7,2020-01-29,F021T002
704054,1,1,FA,1,2017-04-09,0,275,18,17,ПЕРЕВОД,356,2020-01-10,F017T018
704054,1,2,FA,1,2017-04-09,59,0,21,44,ПЕРЕВОД,1,2020-02-03,F044T021
704054,1,2,FA,1,2017-04-09,59,0,44,21,ПЕРЕВОД,3,2020-02-05,F021T044
704054,1,2,FA,1,2017-04-09,59,0,21,44,ПЕРЕВОД,8,2020-02-10,F044T021
704054,1,2,FA,1,2017-04-09,59,0,2,21,ПЕРЕВОД,9,2020-02-11,F021T002
704057,1,1,FA,1,2017-04-10,0,277,18,17,ПЕРЕВОД,308,2019-12-30,F017T018
704057,1,2,FA,1,2017-04-10,54,0,21,44,ПЕРЕВОД,1,2020-01-29,F044T021
704057,1,2,FA,1,2017-04-10,54,0,2,21,ПЕРЕВОД,8,2020-02-05,F021T002
704063,1,1,FA,1,2017-04-12,0,281,18,17,ПЕРЕВОД,342,2019-12-30,F017T018
704063,1,1,FA,1,2017-04-12,0,281,45,18,ПЕРЕВОД,366,2020-01-23,F018T045
704063,1,2,MA,1,2017-04-12,57,0,21,44,ПЕРЕВОД,0,2020-01-31,F044T021
704063,1,2,MA,1,2017-04-12,57,0,2,21,ПЕРЕВОД,11,2020-02-11,F021T002
704064,1,1,MA,1,2017-04-12,0,276,7,6,ПЕРЕВОД,270,2019-12-30,F006T007
704064,1,1,MA,1,2017-04-12,0,276,18,17,ПЕРЕВОД,319,2020-02-17,F017T018
704070,1,2,FA,1,2017-04-14,62,0,21,44,ПЕРЕВОД,1,2020-01-16,F044T021
704070,1,2,FA,1,2017-04-14,62,0,2,21,ПЕРЕВОД,6,2020-01-21,F021T002
704074,1,1,FA,1,2017-04-15,0,279,18,17,ПЕРЕВОД,340,2020-01-28,F017T018
704081,1,1,FA,1,2017-04-19,0,265,7,5,ПЕРЕВОД,348,2020-02-03,F005T007
704085,1,1,FA,2,2017-04-20,0,282,18,17,ПЕРЕВОД,320,2019-12-30,F017T018
704085,1,2,MD,2,2017-04-20,66,0,21,44,ПЕРЕВОД,0,2020-01-26,F044T021
704085,1,2,MD,2,2017-04-20,66,0,2,21,ПЕРЕВОД,9,2020-02-04,F021T002
704097,1,1,FA,1,2017-04-23,0,244,12,6,ПЕРЕВОД,263,2020-01-22,F006T012
704101,1,1,FD,1,2017-04-24,0,275,18,17,ПЕРЕВОД,362,2020-01-20,F017T018
704101,1,2,FA,1,2017-04-24,59,0,21,44,ПЕРЕВОД,1,2020-02-10,F044T021
704111,1,1,FD,1,2017-04-26,0,277,18,17,ПЕРЕВОД,337,2019-12-30,F017T018
704111,1,2,MAMA,1,2017-04-26,61,0,21,44,ПЕРЕВОД,1,2020-01-22,F044T021
704111,1,2,MAMA,1,2017-04-26,61,0,2,21,ПЕРЕВОД,8,2020-01-29,F021T002
704113,1,1,FA,1,2017-04-26,0,281,18,17,ПЕРЕВОД,328,2019-12-30,F017T018
704113,1,2,FD,1,2017-04-26,57,0,21,44,ПЕРЕВОД,1,2020-02-01,F044T021
704113,1,2,FD,1,2017-04-26,57,0,44,21,ПЕРЕВОД,7,2020-02-07,F021T044
704123,1,2,FA,1,2017-04-27,51,0,21,44,ПЕРЕВОД,1,2020-01-26,F044T021
704123,1,2,FA,1,2017-04-27,51,0,2,21,ПЕРЕВОД,10,2020-02-04,F021T002
704125,1,1,FA,1,2017-04-28,0,217,7,6,ПЕРЕВОД,281,2020-02-07,F006T007
704128,1,1,MA,2,2017-04-28,0,209,7,9,ПЕРЕВОД,262,2020-01-15,F009T007
704128,1,1,MA,2,2017-04-28,0,209,12,7,ПЕРЕВОД,289,2020-02-11,F007T012
704134,1,1,MA,1,2017-04-29,0,283,7,9,ПЕРЕВОД,333,2020-01-03,F009T007
704134,1,1,MA,1,2017-04-29,0,283,18,17,ПЕРЕВОД,364,2020-02-03,F017T018
704137,1,1,FA,1,2017-04-30,0,253,6,7,ПЕРЕВОД,220,2020-01-07,F007T006
704137,1,1,FA,1,2017-04-30,0,253,12,6,ПЕРЕВОД,248,2020-02-04,F006T012
704139,1,1,FA,3,2017-04-30,0,242,3,8,ПЕРЕВОД,265,2020-01-14,F008T003
704139,1,1,FA,3,2017-04-30,0,242,43,3,ПЕРЕВОД,266,2020-01-15,F003T043
704141,1,1,FA,1,2017-04-30,0,283,18,17,ПЕРЕВОД,314,2020-01-20,F017T018
705003,1,1,FA,2,2017-05-01,0,276,18,17,ПЕРЕВОД,310,2019-12-30,F017T018
705003,1,2,FA,2,2017-05-01,53,0,21,44,ПЕРЕВОД,1,2020-01-28,F044T021
705003,1,2,FA,2,2017-05-01,53,0,2,21,ПЕРЕВОД,8,2020-02-04,F021T002
705006,1,1,FA,1,2017-05-01,0,281,18,17,ПЕРЕВОД,304,2020-01-10,F017T018
705006,1,2,FA,1,2017-05-01,63,0,21,44,ПЕРЕВОД,1,2020-02-14,F044T021
705007,1,1,MA,3,2017-05-02,0,237,7,9,ПЕРЕВОД,251,2020-01-15,F009T007
705014,1,1,FA,1,2017-05-03,0,274,6,7,ПЕРЕВОД,319,2020-01-09,F007T006
705014,1,1,FA,1,2017-05-03,0,274,18,17,ПЕРЕВОД,358,2020-02-17,F017T018
705018,1,1,FA,1,2017-05-03,0,243,7,9,ПЕРЕВОД,236,2020-01-09,F009T007
705027,1,1,MA,1,2017-05-04,0,273,7,9,ПЕРЕВОД,256,2020-01-15,F009T007
705027,1,1,MA,1,2017-05-04,0,273,6,7,ПЕРЕВОД,273,2020-02-01,F007T006
705041,1,1,MA,1,2017-05-07,0,271,18,17,ПЕРЕВОД,316,2019-12-30,F017T018
705041,1,2,MA,1,2017-05-07,55,0,21,44,ПЕРЕВОД,1,2020-01-16,F044T021
705041,1,2,MA,1,2017-05-07,55,0,2,21,ПЕРЕВОД,6,2020-01-21,F021T002
705048,1,1,FA,3,2017-05-08,0,0,9,8,ПЕРЕВОД,264,2019-12-30,F008T009
705054,1,1,FA,1,2017-05-09,0,269,18,17,ПЕРЕВОД,313,2020-01-28,F017T018
705058,1,1,MA,1,2017-05-10,0,259,3,6,ПЕРЕВОД,296,2020-01-30,F006T003
705058,1,1,MA,1,2017-05-10,0,259,43,3,ПЕРЕВОД,302,2020-02-05,F003T043
705058,1,1,MA,1,2017-05-10,0,259,3,43,ПЕРЕВОД,308,2020-02-11,F043T003
705058,1,1,MA,1,2017-05-10,0,259,43,3,ПЕРЕВОД,310,2020-02-13,F003T043
705059,1,1,FA,1,2017-05-10,0,258,7,6,ПЕРЕВОД,356,2020-02-11,F006T007
705066,1,1,FA,1,2017-05-11,0,267,7,6,ПЕРЕВОД,266,2020-02-07,F006T007
705069,1,1,FA,1,2017-05-11,0,0,9,8,ПЕРЕВОД,266,2020-01-10,F008T009
705074,1,1,MA,3,2017-05-12,0,250,42,7,ПЕРЕВОД,269,2020-01-13,F007T042
705090,1,1,FA,1,2017-05-14,0,276,18,17,ПЕРЕВОД,307,2020-02-03,F017T018
705102,1,2,MA,1,2017-05-16,63,0,21,44,ПЕРЕВОД,1,2020-02-07,F044T021
705103,1,1,FA,1,2017-05-16,0,270,18,17,ПЕРЕВОД,316,2020-01-20,F017T018
705103,1,2,FA,1,2017-05-16,54,0,21,44,ПЕРЕВОД,1,2020-02-05,F044T021
705103,1,2,FA,1,2017-05-16,54,0,2,21,ПЕРЕВОД,7,2020-02-11,F021T002
705108,1,1,FA,1,2017-05-17,0,276,6,10,ПЕРЕВОД,316,2020-01-09,F010T006
705108,1,1,FA,1,2017-05-17,0,276,18,17,ПЕРЕВОД,355,2020-02-17,F017T018
705121,1,1,FA,1,2017-05-19,0,216,7,6,ПЕРЕВОД,350,2020-02-07,F006T007
705122,1,1,FD,3,2017-05-20,0,273,6,7,ПЕРЕВОД,333,2020-02-10,F007T006
705129,1,1,MA,2,2017-05-21,0,0,3,9,ПЕРЕВОД,260,2020-02-03,F009T003
705129,1,1,MA,2,2017-05-21,0,0,43,3,ПЕРЕВОД,264,2020-02-07,F003T043
705135,1,1,FD,1,2017-05-22,0,265,6,8,ПЕРЕВОД,274,2020-02-17,F008T006
705140,1,1,FA,1,2017-05-22,0,277,7,9,ПЕРЕВОД,316,2020-01-15,F009T007
705156,1,1,FA,1,2017-05-25,0,278,18,17,ПЕРЕВОД,312,2020-01-28,F017T018
705159,1,1,MA,1,2017-05-26,0,0,9,8,ПЕРЕВОД,251,2020-02-04,F008T009
705159,1,1,MA,1,2017-05-26,0,0,7,9,ПЕРЕВОД,260,2020-02-13,F009T007
705168,1,1,FA,1,2017-05-27,0,278,18,17,ПЕРЕВОД,350,2020-02-17,F017T018
705175,1,1,FA,1,2017-05-29,0,277,18,17,ПЕРЕВОД,308,2020-01-20,F017T018
705180,1,1,FA,1,2017-05-29,0,276,18,17,ПЕРЕВОД,321,2020-01-20,F017T018
705182,1,1,FA,1,2017-05-29,0,279,18,17,ПЕРЕВОД,313,2020-01-28,F017T018
705185,1,1,FA,1,2017-05-30,0,279,18,17,ПЕРЕВОД,309,2020-01-20,F017T018
706002,1,1,FA,1,2017-06-01,0,35,41,4,ПЕРЕВОД,277,2020-01-15,F004T041
706002,1,1,FA,1,2017-06-01,0,35,12,41,ПЕРЕВОД,285,2020-01-23,F041T012
706009,1,1,FA,1,2017-06-01,0,278,18,17,ПЕРЕВОД,318,2020-02-17,F017T018
706012,1,1,MA,2,2017-06-02,0,217,7,10,ПЕРЕВОД,204,2020-01-27,F010T007
706015,1,1,FA,1,2017-06-02,0,205,7,9,ПЕРЕВОД,255,2020-01-09,F009T007
706024,1,1,FA,1,2017-06-04,0,274,18,17,ПЕРЕВОД,308,2020-01-28,F017T018
706035,1,1,FA,1,2017-06-06,0,270,6,9,ПЕРЕВОД,271,2020-01-12,F009T006
706047,1,1,FA,1,2017-06-07,0,272,7,6,ПЕРЕВОД,282,2020-01-10,F006T007
706047,1,1,FA,1,2017-06-07,0,272,6,7,ПЕРЕВОД,313,2020-02-10,F007T006
706047,1,1,FA,1,2017-06-07,0,272,7,6,ПЕРЕВОД,314,2020-02-11,F006T007
706051,1,1,FA,1,2017-06-09,0,281,6,7,ПЕРЕВОД,261,2019-12-30,F007T006
706061,1,1,FA,1,2017-06-10,0,258,7,9,ПЕРЕВОД,279,2020-01-15,F009T007
706064,1,1,FD,1,2017-06-10,0,0,3,8,ПЕРЕВОД,131,2020-01-11,F008T003
706064,1,1,FD,1,2017-06-10,0,0,43,3,ПЕРЕВОД,135,2020-01-15,F003T043
706064,1,1,FD,1,2017-06-10,0,0,3,43,ПЕРЕВОД,154,2020-02-03,F043T003
